Position Number,Applicant ID,Applicant Status,Internal/External Applicant,Sex,Disabled,Disab Vet,Race/Ethnicity,Mil Status
13918.0,18392759,Rejected; No Interview,External,Male,,,White,Not indicated
13918.0,43483099,Hired,External,Male,,,White,Not indicated
13918.0,44141721,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13918.0,44682549,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
13918.0,48098442,Rejected; No Interview,External,Female,,,Asian,Not indicated
13918.0,52905436,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13918.0,68685443,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13918.0,69160814,Rejected; No Interview,External,Male,,,Asian,Not indicated
13918.0,70675512,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
13918.0,70775362,Rejected; No Interview,External,Female,,,White,No Military Service
13918.0,84370528,Rejected; No Interview,External,Male,Y,,Asian,Not indicated
13918.0,89030801,Rejected; No Interview,External,Male,,,White,Not indicated
13918.0,89190359,Rejected; Interview,External,Female,Y,,White,Not a Veteran
13926.0,15889357,Rejected; No Interview,External,Female,Y,,Black/African American,Not indicated
13926.0,21114198,Rejected; No Interview,External,Male,,,Asian,Not indicated
13926.0,23836079,Rejected; No Interview,External,Female,,,White,Not indicated
13926.0,26124628,Hired,Internal,Female,,,Asian,Not indicated
13926.0,26984719,Rejected; Interview,Internal,Male,N,N,Asian,Not a Veteran
13926.0,35084170,Rejected; No Interview,Internal,Male,N,N,Asian,Not a Veteran
13926.0,39409252,Rejected; No Interview,External,Male,,,White,Not indicated
13926.0,42169742,Rejected; No Interview,External,Female,,,Asian,Not indicated
13926.0,45682296,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
13926.0,56115834,Rejected; No Interview,External,Male,,,Asian,Not indicated
13926.0,56979086,Rejected; Interview,Internal,Female,,,White,Not a Veteran
13926.0,72715699,Rejected; No Interview,External,Female,,,Asian,Not indicated
13926.0,76511097,Rejected; No Interview,Internal,Male,Y,N,Hispanic/Latino,Not a Veteran
13926.0,94202033,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
13935.0,11437207,Rejected; No Interview,External,Female,Y,,White,Not indicated
13935.0,18701800,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
13935.0,18745163,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13935.0,22085689,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
13935.0,27697731,Rejected; Interview,External,Female,,,White,Not indicated
13935.0,31371892,Rejected; No Interview,External,Female,Y,N,Not Applicable,Not a Veteran
13935.0,33846798,Rejected; Interview,External,Female,,,White,Not a Veteran
13935.0,37097924,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
13935.0,37436671,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
13935.0,47116390,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
13935.0,60242444,Rejected; No Interview,External,Male,,,American Indian/Alaska Native,No Military Service
13935.0,61215397,Rejected; No Interview,External,Female,N,N,Asian,Not indicated
13935.0,71327150,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
13935.0,73110683,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13935.0,74325197,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13935.0,76292954,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
13935.0,83381802,Rejected; No Interview,External,Male,,,White,Not indicated
13935.0,84346411,Rejected; No Interview,External,Female,,,Asian,Not indicated
13935.0,84471215,Rejected; No Interview,External,Male,,,Asian,Not indicated
13935.0,87405601,Hired,External,Male,,,Asian,Not indicated
13935.0,89816444,Rejected; No Interview,External,Male,,,White,Not indicated
13935.0,93818214,Rejected; No Interview,External,Male,,,Asian,Not indicated
13935.0,95693892,Rejected; Min Qualifications Not Met,External,Female,N,N,Black/African American,Not a Veteran
13935.0,96344248,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13935.0,98977504,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13942.0,10898065,Rejected; Min Qualifications Not Met,External,Male,Y,,Hispanic/Latino,Not indicated
13942.0,11612867,Rejected; Interview,External,Male,,,White,Not a Protected Veteran
13942.0,15672530,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
13942.0,36940544,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
13942.0,52914231,Rejected; Min Qualifications Not Met,External,Female,,,American Indian/Alaska Native,Not a Protected Veteran
13942.0,55329575,Rejected; Interview,External,Male,N,N,White,Not a Veteran
13942.0,63281346,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13942.0,65839083,Rejected; No Interview,External,Female,,,White,Not a Veteran
13942.0,71902786,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
13942.0,90805360,Hired,External,Female,,,Asian,Not indicated
13942.0,99098133,Rejected; No Interview,External,Male,,,Asian,Not indicated
13949.0,10354616,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13949.0,11890022,Rejected; Interview,External,Male,N,N,White,Not a Veteran
13949.0,44364743,Hired,External,Male,N,N,White,Not a Veteran
13949.0,48278445,Rejected; Min Qualifications Not Met,External,Male,N,N,Asian,Not indicated
13949.0,51716432,Rejected; Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13949.0,56339502,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13949.0,59665896,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
13949.0,72907332,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
13949.0,73648248,Rejected; No Interview,External,Male,,,White,Not a Veteran
13949.0,76444428,Rejected; Min Qualifications Not Met,External,Male,,,Hispanic/Latino,Not a Veteran
13949.0,83824459,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13954.0,11162722,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
13954.0,15027281,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13954.0,20047934,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13954.0,30749510,Rejected; Interview,External,Male,Y,,White,Not indicated
13954.0,33878370,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13954.0,41212861,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13954.0,55352943,Hired,External,Male,N,N,Hispanic/Latino,Not a Veteran
13954.0,66224945,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
13954.0,72663577,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
13954.0,74809021,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13954.0,84565427,Rejected; No Interview,External,Female,,,White,Not indicated
13954.0,88266691,Rejected; No Interview,External,Male,,,Asian,Not indicated
13963.0,11046305,Rejected; No Interview,External,Male,,,Asian,Not indicated
13963.0,16312889,Rejected; Min Qualifications Not Met,External,Male,N,N,Asian,Not a Veteran
13963.0,27004664,Rejected; No Interview,External,Female,,,White,Not indicated
13963.0,27041407,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13963.0,29463958,Rejected; No Interview,External,Female,,,White,Not indicated
13963.0,29549708,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13963.0,35210603,Rejected; No Interview,External,Female,,,Asian,Not indicated
13963.0,37853071,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13963.0,38118348,Rejected; Interview,External,Female,,,White,Not indicated
13963.0,41515480,Rejected; Min Qualifications Not Met,External,Female,Y,N,White,Not indicated
13963.0,43003950,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13963.0,44451468,Hired,External,Female,,,Native Hawaiian/Oth Pac Island,Not indicated
13963.0,45124865,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
13963.0,59501615,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Protected Veteran
13963.0,63139058,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
13963.0,65001348,Rejected; Interview,External,Female,Y,N,Asian,Not a Veteran
13963.0,67916932,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
13963.0,71413631,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
13963.0,78042640,Rejected; No Interview,External,Female,,,Asian,Not indicated
13963.0,79846600,Rejected; Min Qualifications Not Met,External,Female,Y,N,White,Not a Veteran
13963.0,79895032,Rejected; No Interview,External,Male,Y,N,Hispanic/Latino,Not a Veteran
13963.0,81482816,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13963.0,85259636,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13963.0,89662338,Rejected; No Interview,External,Female,,,White,Not a Veteran
13963.0,92679183,Rejected; No Interview,External,Female,,,White,Not indicated
13967.0,15304477,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13967.0,15944872,Rejected; Interview,External,Male,Y,N,Asian,Not a Veteran
13967.0,18674995,Rejected; No Interview,External,Male,,,Asian,Not indicated
13967.0,22462868,Rejected; No Interview,External,Male,,,White,Not indicated
13967.0,30032189,Rejected; Min Qualifications Not Met,External,Female,Y,N,,Not indicated
13967.0,32999906,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13967.0,33061228,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
13967.0,33917164,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13967.0,40918932,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
13967.0,42266799,Rejected; No Interview,External,Female,,,White,Not a Protected Veteran
13967.0,51465427,Rejected; No Interview,External,Female,,,White,Not indicated
13967.0,51563834,Rejected; Interview,External,Male,,,Asian,Not indicated
13967.0,59602482,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13967.0,60223207,Rejected; No Interview,External,Female,Y,,Black/African American,Not indicated
13967.0,61580343,Rejected; No Interview,External,Male,Y,,White,Not indicated
13967.0,65309705,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13967.0,66395769,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
13967.0,74191035,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13967.0,80922695,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
13967.0,81937525,Rejected; Min Qualifications Not Met,External,Female,,,Hispanic/Latino,Not indicated
13967.0,88496249,Hired,External,Female,N,N,White,Not a Veteran
13967.0,90175952,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13967.0,92349475,Rejected; No Interview,External,Male,,,White,Not indicated
13967.0,94798581,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13967.0,94813619,Rejected; No Interview,External,Female,Y,,Black/African American,Not indicated
13980.0,10875274,Rejected; No Interview,External,Female,,,White,Not indicated
13980.0,13040089,Rejected; No Interview,External,Female,,,Asian,Not indicated
13980.0,16324043,Rejected; No Interview,External,Male,,,White,Not a Veteran
13980.0,16793747,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13980.0,19688104,Rejected; No Interview,External,Female,N,N,Black/African American,Not indicated
13980.0,24795724,Rejected; Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13980.0,31851407,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
13980.0,36725591,Rejected; No Interview,External,Female,,,Asian,Not indicated
13980.0,39906669,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
13980.0,66848216,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13980.0,82262599,Rejected; No Interview,External,Male,,,White,No Military Service
13980.0,82883080,Hired,External,Female,,,White,Not indicated
13980.0,84636436,Rejected; Interview,External,Female,,,American Indian/Alaska Native,No Military Service
13980.0,84636493,Rejected; No Interview,External,Female,,,White,Not a Veteran
13980.0,85232886,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13980.0,85689650,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
13980.0,89625002,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13980.0,90167674,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13980.0,96844246,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
13980.0,99331921,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13982.0,12874674,Rejected; No Interview,External,Male,,,American Indian/Alaska Native,Not indicated
13982.0,13726277,Rejected; No Interview,External,Female,Y,N,White,Not indicated
13982.0,14730060,Rejected; No Interview,External,Female,,,White,Not indicated
13982.0,17076742,Rejected; Interview,External,Female,,,White,Not indicated
13982.0,20615029,Rejected; No Interview,External,Male,,,White,Not indicated
13982.0,23832660,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
13982.0,27480329,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
13982.0,39064147,Rejected; Interview,External,Female,,,White,Not indicated
13982.0,41643547,Rejected; No Interview,External,Undeclared,N,N,White,Not a Veteran
13982.0,42345043,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
13982.0,47430917,Rejected; No Interview,External,Female,,,White,Not indicated
13982.0,50724028,Rejected; No Interview,External,Female,,,Asian,Not indicated
13982.0,52261932,Rejected; No Interview,External,Female,Y,N,White,Not indicated
13982.0,54047464,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
13982.0,56987673,Rejected; No Interview,External,Male,,,White,Not indicated
13982.0,61084358,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
13982.0,61086636,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
13982.0,63409729,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13982.0,66704439,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
13982.0,73166952,Rejected; No Interview,External,Female,Y,,White,Not indicated
13982.0,75630179,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13982.0,76338116,Hired,External,Female,,,Hispanic/Latino,Not indicated
13982.0,82336644,Rejected; No Interview,External,Male,,,Asian,Not indicated
13982.0,88020933,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
13982.0,91250187,Rejected; No Interview,External,Female,N,N,White,Not indicated
13986.0,12877441,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
13986.0,17274326,Rejected; Interview,External,Male,,,Not Applicable,Not indicated
13986.0,22277375,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13986.0,28616716,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
13986.0,32354048,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13986.0,37287601,Rejected; No Interview,External,Female,,,White,Not indicated
13986.0,37973295,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13986.0,39567463,Hired,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
13986.0,39690365,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13986.0,45485426,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
13986.0,49224747,Rejected; Interview,External,Female,Y,,Asian,Not indicated
13986.0,51103627,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
13986.0,52198694,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
13986.0,55593545,Rejected; No Interview,External,Female,,,Asian,Not indicated
13986.0,60781006,Rejected; No Interview,External,Female,,,Asian,Not indicated
13986.0,63127003,Rejected; No Interview,External,Female,Y,,White,Not indicated
13986.0,63760114,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
13986.0,74974083,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13986.0,98605431,Rejected; No Interview,External,Male,,,White,Not indicated
13986.0,99859588,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
13993.0,27738000,Rejected; No Interview,External,Female,,,White,Not indicated
13993.0,30580246,Rejected; No Interview,External,Female,,,White,Not a Veteran
13993.0,44467674,Rejected; Interview,External,Female,,,Asian,Not indicated
13993.0,52177614,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13993.0,52390397,Rejected; No Interview,External,Male,,,White,Not indicated
13993.0,64886556,Rejected; No Interview,External,Male,N,N,White,Not indicated
13993.0,67996058,Hired,External,Male,,,White,Not indicated
13993.0,70078844,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13993.0,71276018,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13993.0,75726298,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
13993.0,92835134,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
13993.0,99802501,Rejected; Interview,External,Male,N,N,Black/African American,Not a Veteran
13995.0,31624767,Rejected; No Interview,External,Female,Y,,American Indian/Alaska Native,Not indicated
13995.0,36928533,Rejected; No Interview,External,Female,,,White,Not indicated
13995.0,44730899,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
13995.0,45743457,Rejected; No Interview,External,Female,,,Asian,Not indicated
13995.0,49264107,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13995.0,51695282,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
13995.0,60505865,Hired,External,Female,,,Asian,Not indicated
13995.0,68078185,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
13995.0,74650797,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13995.0,79723116,Rejected; No Interview,External,Female,,,White,Not a Vietnam-Era Veteran
13995.0,79973115,Rejected; No Interview,External,Female,N,N,Native Hawaiian/Oth Pac Island,Not a Veteran
13995.0,88145507,Rejected; Interview,External,Male,Y,,Asian,Not indicated
13995.0,88668451,Rejected; No Interview,External,Female,,,Asian,Not indicated
13995.0,91981347,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13995.0,93796506,Rejected; No Interview,External,Female,,,Asian,Not indicated
13995.0,94520811,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
13995.0,95818285,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
13995.0,99319098,Rejected; No Interview,External,Female,,,White,Not a Veteran
13996.0,12556755,Rejected; No Interview,External,Female,,,Asian,Not indicated
13996.0,15491769,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
13996.0,15684229,Rejected; No Interview,External,Male,Y,N,American Indian/Alaska Native,Not a Veteran
13996.0,20489255,Rejected; No Interview,External,Female,,,Asian,Not a Veteran
13996.0,26606852,Hired,External,Female,,,Asian,Not indicated
13996.0,27194961,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
13996.0,31936249,Rejected; No Interview,External,Female,,,Not Applicable,Not indicated
13996.0,35828278,Rejected; Interview,External,Female,N,N,Asian,Not indicated
13996.0,44332562,Rejected; No Interview,External,Female,,,White,Not indicated
13996.0,47389357,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
13996.0,47852321,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13996.0,51163256,Rejected; No Interview,External,Male,N,N,White,Not indicated
13996.0,52785393,Rejected; No Interview,External,Male,N,N,White,Not indicated
13996.0,57429884,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
13996.0,58782545,Rejected; No Interview,External,Female,,,White,Not indicated
13996.0,69136210,Rejected; Interview,External,Female,Y,N,Hispanic/Latino,Not a Veteran
13996.0,74535107,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
13996.0,77188754,Rejected; Min Qualifications Not Met,External,Male,Y,,Hispanic/Latino,Not indicated
13996.0,91192032,Rejected; No Interview,External,Female,,,Asian,Not indicated
13996.0,94285492,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
14001.0,18259982,Rejected; No Interview,External,Female,,,White,Not indicated
14001.0,23623048,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14001.0,54089318,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14001.0,55067616,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14001.0,65097171,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14001.0,68538961,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
14001.0,79721267,Rejected; Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
14001.0,83633909,Rejected; No Interview,External,Female,Y,N,White,Not indicated
14001.0,84377670,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
14001.0,96445629,Rejected; Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
14001.0,99953675,Hired,External,Female,,,Asian,Not a Veteran
14013.0,11047514,Rejected; No Interview,External,Male,,,Asian,Not indicated
14013.0,19318083,Rejected; No Interview,External,Male,,,White,Not indicated
14013.0,27875690,Rejected; No Interview,External,Female,,,White,Not indicated
14013.0,29642735,Rejected; Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
14013.0,46348848,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14013.0,54844348,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14013.0,63958799,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14013.0,64733533,Rejected; No Interview,External,Male,,,Hispanic/Latino,No Military Service
14013.0,65160180,Hired,External,Male,N,N,White,Not a Veteran
14013.0,66739401,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14013.0,70169672,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
14013.0,76030879,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14013.0,89321793,Rejected; No Interview,External,Female,Y,,Black/African American,Not indicated
14013.0,94642016,Rejected; Interview,External,Female,N,N,White,Not a Veteran
14025.0,12439541,Hired,External,Female,Y,N,Black/African American,Not a Veteran
14025.0,31777522,Rejected; Interview,External,Male,,,Asian,Not indicated
14025.0,34956587,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
14025.0,62583792,Rejected; No Interview,External,Male,,,White,Not indicated
14025.0,71881793,Rejected; No Interview,External,Female,,,White,Not indicated
14025.0,72994860,Rejected; No Interview,External,Male,,,Asian,Not indicated
14025.0,77733960,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
14025.0,81886079,Rejected; No Interview,External,Female,,,Asian,Not indicated
14025.0,87923524,Rejected; No Interview,External,Female,,,White,Not indicated
14025.0,92737622,Rejected; No Interview,External,Male,,,Asian,Not indicated
14025.0,93347269,Rejected; Interview,External,Female,N,N,White,Not a Veteran
14038.0,11585450,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14038.0,15583262,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14038.0,27514077,Rejected; No Interview,External,Female,,,White,Not indicated
14038.0,46685151,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
14038.0,46941187,Rejected; Interview,External,Female,,,White,Not indicated
14038.0,50978919,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
14038.0,52440830,Hired,External,Female,N,N,Hispanic/Latino,Not a Veteran
14038.0,76119152,Rejected; Interview,External,Male,Y,,White,Not indicated
14038.0,82841890,Rejected; No Interview,External,Male,,,White,Not indicated
14038.0,89362850,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
14038.0,91913214,Rejected; No Interview,External,Male,,,White,No Military Service
14102.0,25640110,Rejected; No Interview,External,Male,,,White,Not indicated
14102.0,28408493,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14102.0,33086710,Rejected; No Interview,External,Female,,,White,Not a Vietnam-Era Veteran
14102.0,54258284,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14102.0,60119537,Rejected; Interview,External,Female,N,N,White,Not a Veteran
14102.0,74372147,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
14102.0,75762436,Rejected; Interview,External,Female,,,White,Not indicated
14102.0,77056328,Hired,External,Male,N,N,White,Not a Veteran
14102.0,84748016,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
14102.0,84963068,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14102.0,90032554,Rejected; Min Qualifications Not Met,External,Female,,,White,Not a Veteran
14103.0,16335652,Hired,External,Female,N,N,Black/African American,Not a Veteran
14103.0,18604901,Rejected; No Interview,External,Female,,,White,Not indicated
14103.0,23309074,Rejected; Interview,External,Female,,,White,Not indicated
14103.0,29165411,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
14103.0,35991248,Rejected; Interview,External,Male,,,White,Not a Veteran
14103.0,39324886,Rejected; No Interview,External,Male,Y,,Hispanic/Latino,Not indicated
14103.0,41629899,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14103.0,43226542,Rejected; No Interview,External,Male,,,Asian,Not indicated
14103.0,46074554,Rejected; No Interview,External,Female,,,White,Not indicated
14103.0,50773702,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14103.0,66966475,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
14103.0,69089288,Rejected; Min Qualifications Not Met,External,Male,,,White,No Military Service
14103.0,76229380,Rejected; No Interview,External,Male,Y,N,Black/African American,Not a Veteran
14103.0,95765474,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
14106.0,17070591,Rejected; No Interview,External,Female,,,White,Not indicated
14106.0,21701444,Hired,Internal,Female,,,White,Not indicated
14106.0,32347200,Rejected; No Interview,External,Male,,,American Indian/Alaska Native,Not a Protected Veteran
14106.0,34868481,Rejected; No Interview,Internal,Male,N,N,White,Not a Veteran
14106.0,42250183,Rejected; No Interview,External,Female,Y,N,Hispanic/Latino,Not a Veteran
14106.0,49685791,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
14106.0,50004173,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
14106.0,59048913,Rejected; No Interview,External,Male,N,N,Asian,Not indicated
14106.0,60848060,Rejected; No Interview,External,Male,,,White,Not indicated
14106.0,62160280,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14106.0,62523374,Rejected; No Interview,External,Male,N,N,White,Not indicated
14106.0,69243915,Rejected; Min Qualifications Not Met,External,Male,N,N,Hispanic/Latino,Not a Veteran
14106.0,69842119,Rejected; Interview,Internal,Male,N,N,White,Not a Veteran
14106.0,74450772,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
14106.0,80813342,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14106.0,80970576,Rejected; No Interview,External,Female,Y,N,Asian,Not a Veteran
14106.0,83227210,Rejected; No Interview,External,Female,N,N,White,I don't wish to answer
14106.0,85398429,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
14106.0,86064381,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
14106.0,86638541,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
14106.0,87598378,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
14106.0,88810605,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
14106.0,98065191,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Protected Veteran
14106.0,98949958,Rejected; Interview,Internal,Female,,,White,Not indicated
14106.0,99892989,Rejected; No Interview,Internal,Female,Y,N,White,Not a Veteran
14110.0,22292787,Rejected; Interview,Internal,Female,Y,,White,Not indicated
14110.0,25715375,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
14110.0,32374425,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
14110.0,34163928,Rejected; No Interview,External,Female,,,Asian,Not indicated
14110.0,39273614,Rejected; No Interview,External,Male,,,White,Not indicated
14110.0,41014947,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
14110.0,45149423,Rejected; No Interview,External,Female,,,White,Not indicated
14110.0,48088620,Rejected; No Interview,Internal,Female,,,Asian,Not indicated
14110.0,54361988,Rejected; No Interview,External,Male,,,Asian,Not indicated
14110.0,56834258,Rejected; Interview,Internal,Male,,,White,Not indicated
14110.0,58516483,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
