Position Number,Applicant ID,Applicant Status,Internal/External Applicant,Sex,Disabled,Disab Vet,Race/Ethnicity,Mil Status
10008.0,11190926,Rejected; Interview,External,Male,N,N,White,Not a Veteran
10008.0,15071183,Rejected; No Interview,External,Female,,,Asian,Not indicated
10008.0,31463813,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
10008.0,37684974,Rejected; No Interview,External,Male,,,White,Not indicated
10008.0,44964139,Rejected; No Interview,External,Male,,,Black/African American,Not indicated
10008.0,49835862,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
10008.0,55897056,Rejected; No Interview,External,Male,N,N,White,Not a Protected Veteran
10008.0,60854620,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
10008.0,74628275,Rejected; No Interview,External,Female,,,White,Not indicated
10008.0,80169275,Rejected; Interview,External,Male,N,N,Asian,Not a Veteran
10008.0,93014198,Hired,External,Female,,,White,Not indicated
10011.0,13369599,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10011.0,14034363,Rejected; No Interview,External,Female,,,Asian,Not indicated
10011.0,17303706,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10011.0,18652527,Rejected; No Interview,External,Male,Y,N,Black/African American,Not a Veteran
10011.0,22547303,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
10011.0,24323245,Rejected; No Interview,External,Female,,,White,Not indicated
10011.0,30468497,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
10011.0,34065107,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10011.0,38789234,Rejected; Interview,Internal,Male,,,White,Not indicated
10011.0,40155635,Rejected; No Interview,External,Female,,,White,Not indicated
10011.0,41342377,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
10011.0,42486925,Rejected; No Interview,External,Female,,,White,Not indicated
10011.0,49503605,Rejected; No Interview,Internal,Male,N,N,Black/African American,Not a Veteran
10011.0,49786247,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
10011.0,54944311,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
10011.0,58349091,Rejected; No Interview,External,Male,,,White,Not indicated
10011.0,58608713,Rejected; No Interview,External,Male,Y,N,Hispanic/Latino,Not a Veteran
10011.0,65241879,Rejected; No Interview,Internal,Male,N,N,Asian,Not a Veteran
10011.0,77584526,Rejected; No Interview,External,Male,,,Asian,Not indicated
10011.0,78087822,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10011.0,81490072,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
10011.0,87072696,Rejected; Interview,Internal,Female,,,White,Not indicated
10011.0,87316342,Rejected; No Interview,External,Female,,,Asian,Not indicated
10011.0,94379004,Hired,Internal,Male,,,White,Not indicated
10011.0,99229978,Rejected; Min Qualifications Not Met,External,Male,,,Asian,Not indicated
10021.0,21624789,Rejected; Interview,External,Female,Y,N,Asian,Not a Veteran
10021.0,22109409,Rejected; No Interview,External,Male,,,White,Not indicated
10021.0,22777652,Rejected; No Interview,External,Male,,,White,Not indicated
10021.0,39148737,Rejected; No Interview,External,Female,,,White,Not indicated
10021.0,42734521,Rejected; Interview,External,Female,Y,,White,Not indicated
10021.0,48535760,Hired,External,Female,Y,,White,Not indicated
10021.0,54110100,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10021.0,64798786,Rejected; No Interview,External,Male,,,White,Not indicated
10021.0,68126777,Rejected; No Interview,External,Male,,,Black/African American,Not indicated
10021.0,93673373,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10021.0,99546080,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10026.0,12146431,Rejected; Interview,External,Female,,,White,Not indicated
10026.0,17775295,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10026.0,21475807,Rejected; No Interview,External,Male,,,White,Not indicated
10026.0,21786926,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10026.0,32113408,Rejected; No Interview,External,Female,,,White,Not indicated
10026.0,37179530,Rejected; No Interview,External,Male,,,Asian,Not indicated
10026.0,41687013,Rejected; Min Qualifications Not Met,External,Female,N,N,Asian,Not a Veteran
10026.0,45133400,Rejected; Min Qualifications Not Met,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
10026.0,52114221,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10026.0,56406424,Rejected; Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10026.0,62556825,Hired,External,Male,Y,,White,Not indicated
10026.0,63298240,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
10026.0,85191441,Rejected; Min Qualifications Not Met,External,Male,,,American Indian/Alaska Native,Not indicated
10026.0,90541657,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
10027.0,23853290,Rejected; No Interview,External,Female,,,White,Not indicated
10027.0,36210829,Rejected; Interview,Internal,Male,,,Black/African American,Not a Veteran
10027.0,39013121,Hired,Internal,Male,,,Asian,Not indicated
10027.0,40716959,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10027.0,53921343,Rejected; No Interview,External,Female,,,White,No Military Service
10027.0,54262712,Rejected; Min Qualifications Not Met,External,Female,Y,,White,Not indicated
10027.0,61310149,Rejected; No Interview,External,Female,,,Asian,Not indicated
10027.0,72095722,Rejected; No Interview,Internal,Male,,,Hispanic/Latino,Not indicated
10027.0,77229439,Rejected; No Interview,External,Female,Y,N,Hispanic/Latino,Not a Veteran
10027.0,79495178,Rejected; Interview,Internal,Male,,,Asian,Not indicated
10027.0,89155799,Rejected; No Interview,External,Female,,,White,Not indicated
10027.0,94842604,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10027.0,95714681,Rejected; No Interview,Internal,Male,,,Black/African American,Not indicated
10027.0,99552135,Rejected; No Interview,External,Male,,,White,Not indicated
10032.0,10870600,Rejected; No Interview,External,Female,,,White,No Military Service
10032.0,14977651,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10032.0,24848046,Hired,External,Male,N,N,Asian,Not a Veteran
10032.0,39780363,Rejected; No Interview,External,Female,,,White,Not indicated
10032.0,40822346,Rejected; No Interview,External,Female,,,White,Not indicated
10032.0,45280579,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10032.0,56090423,Rejected; Interview,External,Female,N,N,White,Not a Veteran
10032.0,59361310,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10032.0,64175355,Rejected; No Interview,External,Male,,,Asian,Not indicated
10032.0,68249959,Rejected; Interview,External,Female,,,White,Not indicated
10032.0,80957434,Rejected; No Interview,External,Male,,,White,Not indicated
10032.0,83534288,Rejected; No Interview,External,Female,,,White,Not a Veteran
10032.0,92666771,Rejected; No Interview,External,Female,,,White,Not a Veteran
10032.0,94128843,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10033.0,12959825,Rejected; No Interview,Internal,Female,N,N,Native Hawaiian/Oth Pac Island,Not a Veteran
10033.0,34749453,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not a Veteran
10033.0,39678999,Rejected; Interview,Internal,Undeclared,,,Asian,Not indicated
10033.0,46113236,Rejected; No Interview,External,Male,,,Asian,Not indicated
10033.0,56970633,Rejected; No Interview,Internal,Female,,,White,Not indicated
10033.0,59193913,Rejected; No Interview,External,Male,,,White,No Military Service
10033.0,59989182,Rejected; No Interview,External,Male,,,White,Not indicated
10033.0,64284063,Hired,Internal,Male,,,Asian,Not indicated
10033.0,71068418,Rejected; No Interview,External,Male,,,White,Not indicated
10033.0,80157408,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10033.0,97952684,Rejected; Interview,Internal,Male,N,N,White,Not a Veteran
10062.0,28308016,Rejected; No Interview,External,Female,,,White,Not indicated
10062.0,31669387,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10062.0,36326208,Rejected; No Interview,External,Male,,,Asian,Not indicated
10062.0,45028228,Rejected; No Interview,External,Male,,,White,Not indicated
10062.0,55271598,Rejected; No Interview,External,Male,Y,N,Asian,Not a Veteran
10062.0,58507595,Hired,External,Female,,,Asian,Not indicated
10062.0,68477601,Rejected; Interview,External,Male,N,N,White,Not a Veteran
10062.0,77377681,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10062.0,80918156,Rejected; Interview,External,Female,Y,N,White,Not a Protected Veteran
10062.0,88143189,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10062.0,92992751,Rejected; No Interview,External,Female,Y,N,Hispanic/Latino,Not indicated
10069.0,17864981,Rejected; Min Qualifications Not Met,External,Male,Y,N,Black/African American,Not indicated
10069.0,21637026,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
10069.0,35985919,Rejected; Interview,Internal,Female,Y,N,Black/African American,Not a Veteran
10069.0,47292707,Rejected; No Interview,External,Male,N,N,Asian,Not indicated
10069.0,48261120,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
10069.0,48312957,Rejected; No Interview,External,Male,,,Asian,Not indicated
10069.0,52346669,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10069.0,54342188,Rejected; Interview,Internal,Male,Y,N,Hispanic/Latino,Not a Veteran
10069.0,56892260,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
10069.0,62150717,Hired,Internal,Male,,,White,Not a Veteran
10069.0,63944809,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
10069.0,67286134,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10069.0,75313551,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
10069.0,78963192,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
10069.0,79553752,Rejected; No Interview,Internal,Female,N,N,White,Not a Veteran
10069.0,81827262,Rejected; No Interview,External,Male,,,White,No Military Service
10069.0,85870309,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
10069.0,91999496,Rejected; No Interview,External,Undeclared,,,Asian,Not indicated
10069.0,94781960,Rejected; No Interview,Internal,Female,N,N,White,Not a Veteran
10069.0,94837561,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10076.0,15531754,Rejected; Interview,External,Female,Y,,White,Not indicated
10076.0,26069791,Rejected; No Interview,External,Female,N,N,Asian,Not indicated
10076.0,32078750,Rejected; No Interview,External,Female,,,White,Not indicated
10076.0,34576324,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10076.0,59899692,Rejected; Interview,External,Female,,,White,Not indicated
10076.0,60491868,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10076.0,63085698,Rejected; Min Qualifications Not Met,External,Male,,,Hispanic/Latino,Not a Veteran
10076.0,68398032,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
10076.0,71016080,Hired,External,Female,,,White,Not indicated
10076.0,80478495,Rejected; No Interview,External,Male,,,Asian,Not indicated
10076.0,93792626,Rejected; No Interview,External,Female,,,White,Not a Veteran
10087.0,10352594,Rejected; No Interview,External,Female,,,White,Not indicated
10087.0,13773826,Rejected; No Interview,External,Female,,,White,Not indicated
10087.0,28770080,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10087.0,32343795,Rejected; No Interview,External,Female,,,Asian,Not indicated
10087.0,41686993,Rejected; No Interview,External,Female,,,American Indian/Alaska Native,Not indicated
10087.0,43471212,Rejected; No Interview,External,Female,Y,,Black/African American,Not indicated
10087.0,48027426,Rejected; Min Qualifications Not Met,External,Male,,,Hispanic/Latino,Not indicated
10087.0,60040087,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10087.0,64362759,Rejected; Interview,External,Male,,,Asian,Not indicated
10087.0,66101967,Rejected; Interview,External,Female,,,White,Not indicated
10087.0,69149679,Rejected; No Interview,External,Male,Y,N,Asian,Not a Veteran
10087.0,70782849,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10087.0,72745642,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10087.0,75933146,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10087.0,83574482,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10087.0,87811952,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10087.0,97998301,Rejected; No Interview,External,Male,,,White,Not indicated
10087.0,99580765,Hired,External,Male,Y,,Asian,Not indicated
10090.0,18534353,Rejected; Interview,External,Female,,,Asian,Not indicated
10090.0,39274387,Rejected; No Interview,External,Undeclared,N,N,White,Not a Veteran
10090.0,44145881,Rejected; No Interview,External,Male,,,White,Not indicated
10090.0,44732685,Rejected; Interview,External,Female,,,Asian,Not a Veteran
10090.0,50705252,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
10090.0,56362871,Hired,External,Male,Y,,Black/African American,Not indicated
10090.0,67493170,Rejected; Min Qualifications Not Met,External,Male,,,Asian,Not indicated
10090.0,71104886,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
10090.0,74267897,Rejected; No Interview,External,Male,,,White,Not indicated
10090.0,85982904,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10090.0,97359036,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not a Veteran
10106.0,25286162,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10106.0,26015725,Rejected; No Interview,External,Female,,,White,Not a Veteran
10106.0,29005430,Hired,External,Male,Y,,White,Not indicated
10106.0,33338697,Rejected; Min Qualifications Not Met,External,Male,Y,,American Indian/Alaska Native,Not indicated
10106.0,35690325,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10106.0,40681785,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
10106.0,47155206,Rejected; Interview,External,Female,N,N,Black/African American,Not a Veteran
10106.0,47291408,Rejected; No Interview,External,Male,,,Black/African American,Not indicated
10106.0,51710341,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not indicated
10106.0,58364324,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10106.0,59036392,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
10106.0,60151159,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10106.0,60629874,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10106.0,70664455,Rejected; No Interview,External,Male,,,White,Not indicated
10106.0,75570825,Rejected; No Interview,External,Male,,,Native Hawaiian/Oth Pac Island,Not indicated
10106.0,82990231,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10106.0,84722725,Rejected; No Interview,External,Male,,,Asian,Not indicated
10106.0,85519185,Rejected; Interview,External,Male,N,N,White,Not a Veteran
10106.0,90635753,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10106.0,95319067,Rejected; No Interview,External,Male,,,White,Not indicated
10109.0,10733070,Rejected; No Interview,External,Male,Y,,Asian,Not indicated
10109.0,17930539,Rejected; No Interview,External,Male,,,Asian,Not indicated
10109.0,35480023,Hired,External,Male,,,White,Not indicated
10109.0,45667620,Rejected; Interview,External,Female,,,White,Not a Veteran
10109.0,46043775,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10109.0,47001099,Rejected; No Interview,External,Female,,,White,Not indicated
10109.0,68247779,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10109.0,74505750,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10109.0,77321674,Rejected; No Interview,External,Female,Y,,White,Not indicated
10109.0,78283554,Rejected; No Interview,External,Male,,,White,Not indicated
10109.0,79412264,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
10109.0,80651392,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10109.0,86322783,Rejected; Interview,External,Female,Y,N,Hispanic/Latino,Not a Veteran
10109.0,90846485,Rejected; Min Qualifications Not Met,External,Female,,,Hispanic/Latino,Not indicated
10114.0,11989681,Rejected; No Interview,External,Male,,,White,Not indicated
10114.0,23697283,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10114.0,30748094,Rejected; Interview,External,Male,N,N,Black/African American,Not a Veteran
10114.0,49133622,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
10114.0,57807044,Rejected; Interview,External,Female,,,White,Not a Protected Veteran
10114.0,61064621,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10114.0,61277674,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10114.0,62851886,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10114.0,63949375,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10114.0,70312709,Rejected; No Interview,External,Female,,,White,Not indicated
10114.0,75928562,Rejected; No Interview,External,Male,N,N,American Indian/Alaska Native,Not a Veteran
10114.0,83288408,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10114.0,83348788,Rejected; No Interview,External,Female,,,White,Not indicated
10114.0,87134477,Rejected; No Interview,External,Male,,,White,Not indicated
10114.0,90624104,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10114.0,94427465,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10114.0,95549279,Hired,External,Female,Y,,White,Not indicated
10114.0,96079356,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10119.0,10955967,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10119.0,12839478,Rejected; No Interview,External,Female,,,Asian,Not indicated
10119.0,14331819,Hired,External,Male,,,Asian,Not indicated
10119.0,17829260,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10119.0,18779559,Rejected; No Interview,External,Male,Y,,Asian,No Military Service
10119.0,21642965,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
10119.0,21980791,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
10119.0,35243703,Rejected; No Interview,External,Female,Y,,White,Not indicated
10119.0,71327910,Rejected; Interview,External,Male,N,N,Asian,Not a Veteran
10119.0,86893473,Rejected; Interview,External,Female,N,N,Black/African American,Not a Veteran
10119.0,98317629,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10136.0,12616248,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
10136.0,15208090,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
10136.0,15683691,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
10136.0,21446306,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10136.0,23427023,Rejected; Interview,Internal,Female,Y,N,White,Not a Veteran
10136.0,23532010,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10136.0,25005120,Rejected; No Interview,Internal,Female,Y,N,White,Not indicated
10136.0,26997413,Rejected; No Interview,External,Female,N,N,Native Hawaiian/Oth Pac Island,Not a Veteran
10136.0,27941362,Rejected; Min Qualifications Not Met,External,Female,N,N,Black/African American,Not a Veteran
10136.0,28546495,Rejected; No Interview,External,Female,,,Asian,Not indicated
10136.0,28909715,Rejected; No Interview,External,Female,,,White,Not indicated
10136.0,33746842,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10136.0,38379001,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10136.0,42969580,Rejected; No Interview,External,Male,,,White,Not indicated
10136.0,43892127,Rejected; No Interview,External,Male,,,White,Not indicated
10136.0,45080589,Rejected; Interview,Internal,Female,,,Asian,Not a Veteran
10136.0,63181423,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
10136.0,66776428,Rejected; No Interview,External,Male,,,Asian,Not indicated
10136.0,70794753,Rejected; No Interview,External,Male,,,White,Not indicated
10136.0,78438439,Hired,Internal,Female,N,N,Hispanic/Latino,Not a Veteran
10136.0,82852815,Rejected; No Interview,External,Male,N,N,White,Not indicated
10136.0,85518765,Rejected; No Interview,External,Female,,,White,Not indicated
10136.0,94242838,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
10136.0,94845253,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10136.0,96436687,Rejected; Min Qualifications Not Met,Internal,Male,N,N,White,Not a Veteran
10138.0,19268006,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10138.0,20062392,Rejected; No Interview,External,Male,,,Black/African American,Not indicated
10138.0,21374607,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10138.0,29392769,Rejected; No Interview,External,Male,,,Asian,Not indicated
10138.0,30157277,Hired,External,Female,,,Asian,Not indicated
10138.0,31149390,Rejected; No Interview,External,Male,,,White,Not indicated
10138.0,37445844,Rejected; No Interview,External,Female,Y,N,,Not indicated
10138.0,43088225,Rejected; Min Qualifications Not Met,External,Female,N,N,Asian,Not a Veteran
10138.0,58546028,Rejected; Min Qualifications Not Met,External,Female,,,American Indian/Alaska Native,Not a Protected Veteran
10138.0,62372264,Rejected; Interview,External,Male,,,White,Not indicated
10138.0,67010020,Rejected; Interview,External,Male,N,N,White,Not a Veteran
10138.0,69360716,Rejected; No Interview,External,Female,,,White,Not indicated
10138.0,69746462,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10138.0,71923599,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10138.0,74570184,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10138.0,78547787,Rejected; No Interview,External,Female,,,White,Not indicated
10138.0,86140405,Rejected; No Interview,External,Female,,,White,Not indicated
10138.0,90041157,Rejected; Min Qualifications Not Met,External,Female,,,Black/African American,Not a Veteran
10141.0,14575266,Hired,External,Male,,,White,Not indicated
10141.0,22608963,Rejected; Min Qualifications Not Met,External,Male,Y,N,White,Not a Veteran
10141.0,22654340,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
10141.0,23421720,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10141.0,29213883,Rejected; Interview,External,Female,,,Hispanic/Latino,Not indicated
10141.0,31091269,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10141.0,44482034,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10141.0,52014562,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10141.0,59565008,Rejected; No Interview,External,Male,,,White,Not a Protected Veteran
10141.0,78395108,Rejected; No Interview,External,Female,,,White,Not indicated
10141.0,80706992,Rejected; Interview,External,Female,N,N,White,Not a Veteran
10141.0,88227716,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10144.0,27100758,Rejected; No Interview,External,Female,Y,N,Hispanic/Latino,Not indicated
10144.0,28604666,Rejected; Interview,Internal,Male,N,N,Hispanic/Latino,Not a Veteran
10144.0,48060165,Rejected; No Interview,External,Female,,,White,Not a Veteran
10144.0,57019691,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
10144.0,64840838,Rejected; No Interview,External,Female,,,White,Not indicated
10144.0,70452479,Rejected; No Interview,Internal,Male,Y,N,Black/African American,Not indicated
10144.0,71372853,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10144.0,73658408,Rejected; Interview,Internal,Male,Y,N,Hispanic/Latino,Not a Veteran
10144.0,80342879,Hired,Internal,Female,,,Asian,Not indicated
10144.0,91053282,Rejected; No Interview,External,Female,,,White,Not indicated
10144.0,97457462,Rejected; No Interview,Internal,Male,,,Asian,Not indicated
10147.0,11866793,Rejected; Min Qualifications Not Met,External,Female,Y,N,White,Not a Veteran
10147.0,12876949,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10147.0,14772033,Rejected; Min Qualifications Not Met,External,Male,N,N,Black/African American,Not a Veteran
10147.0,18832465,Rejected; No Interview,External,Male,,,White,Not indicated
10147.0,27732650,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
10147.0,28955634,Rejected; Min Qualifications Not Met,External,Male,N,N,Black/African American,Not a Veteran
10147.0,30979623,Hired,External,Female,,,Black/African American,Not indicated
10147.0,35343618,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
10147.0,42317400,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
10147.0,48138646,Rejected; Min Qualifications Not Met,External,Female,Y,N,White,Not indicated
10147.0,49839484,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
10147.0,54968907,Rejected; Min Qualifications Not Met,External,Female,Y,N,White,Not a Veteran
10147.0,55961152,Rejected; Interview,External,Female,N,N,Asian,Not a Protected Veteran
10147.0,58278277,Rejected; No Interview,External,Male,,,White,Not indicated
10147.0,64061056,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
10147.0,69911659,Rejected; No Interview,External,Male,,,White,Not a Protected Veteran
10147.0,70053906,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
10147.0,75962733,Rejected; No Interview,External,Male,,,Asian,Not indicated
10147.0,80592508,Rejected; No Interview,External,Male,,,Asian,Not indicated
10147.0,86260719,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10147.0,92513811,Rejected; Interview,External,Male,,,White,Not indicated
10147.0,96099714,Rejected; No Interview,External,Female,,,Asian,Not indicated
10147.0,97015864,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
10147.0,97361474,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
10147.0,97709988,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10148.0,22402710,Rejected; No Interview,External,Female,,,White,Not indicated
10148.0,24340662,Rejected; No Interview,External,Male,,,White,Not indicated
10148.0,45754722,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
10148.0,46075830,Rejected; Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10148.0,46679292,Rejected; No Interview,External,Female,N,N,Not Applicable,Not a Veteran
10148.0,63541046,Rejected; No Interview,External,Male,,,White,Not indicated
10148.0,67985136,Hired,External,Male,,,White,Not indicated
10148.0,73970359,Rejected; Interview,External,Female,N,N,White,Not a Veteran
10148.0,80086692,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
10148.0,89621723,Rejected; No Interview,External,Female,,,Asian,Not indicated
10148.0,95898814,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10148.0,98638924,Rejected; No Interview,External,Female,,,White,Not a Veteran
10156.0,13161262,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10156.0,13440042,Rejected; No Interview,External,Male,,,Asian,Not indicated
10156.0,15274947,Rejected; No Interview,External,Male,,,White,Not a Protected Veteran
10156.0,17292206,Hired,External,Male,,,Asian,Not indicated
10156.0,17597934,Rejected; No Interview,External,Male,Y,,Hispanic/Latino,Not indicated
10156.0,19793793,Rejected; No Interview,External,Male,,,Asian,Not indicated
10156.0,20657054,Rejected; No Interview,External,Female,,,Asian,Not a Veteran
10156.0,20828741,Rejected; No Interview,External,Female,,,Asian,Not indicated
10156.0,21678634,Rejected; Interview,External,Male,N,N,White,Not a Veteran
10156.0,29519558,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
10156.0,30573872,Rejected; Interview,External,Female,,,Asian,Not indicated
10156.0,32979523,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
10156.0,38361721,Rejected; No Interview,External,Male,,,White,Not indicated
10156.0,51183125,Rejected; Min Qualifications Not Met,External,Female,N,N,Hispanic/Latino,Not a Veteran
10156.0,62013428,Rejected; Min Qualifications Not Met,External,Male,N,N,Asian,Not a Veteran
10156.0,70279181,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
10156.0,70598725,Rejected; No Interview,External,Male,,,White,Not indicated
10156.0,73178710,Rejected; No Interview,External,Male,Y,,Asian,Not indicated
10156.0,84146263,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
10156.0,94562060,Rejected; No Interview,External,Female,,,White,Not indicated
10164.0,12932316,Rejected; Interview,External,Male,,,White,Not indicated
